,playerID,inducted_x,needed_note_x,G_x,AB,R_x,H_x,2B,3B,HR_x,RBI,SB,CS,BB_x,SO_x,IBB_x,HBP_x,SH_x,SF_x,GIDP_x,inducted_y,needed_note_y,W,L,G_y,GS,CG,SHO,SV,IPouts,H_y,ER,HR_y,BB_y,SO_y,BAOpp,ERA,IBB_y,WP,HBP_y,BK,BFP,GF,R_y,SH_y,SF_y,GIDP_y
0,aaronha01,Y,,143.3913043478261,537.5652173913044,94.52173913043478,163.95652173913044,27.130434782608695,4.260869565217392,32.82608695652174,99.8695652173913,10.434782608695652,3.1739130434782608,60.95652173913044,60.130434782608695,13.318181818181818,1.391304347826087,0.9130434782608695,5.260869565217392,14.26086956521739,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1,abbotji01,N,,23.90909090909091,1.9090909090909092,0.0,0.18181818181818182,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.2727272727272727,0.0,0.0,N,,7.909090909090909,9.818181818181818,23.90909090909091,23.09090909090909,2.8181818181818183,0.5454545454545454,0.0,456.54545454545456,161.72727272727272,71.9090909090909,14.0,56.36363636363637,80.72727272727273,0.28036363636363637,4.496363636363636,2.727272727272727,4.818181818181818,2.909090909090909,1.0,655.5454545454545,0.45454545454545453,80.0,6.363636363636363,4.2727272727272725,18.181818181818183
2,abreubo01,N,,121.25,424.0,72.65,123.5,28.7,2.95,14.4,68.15,20.0,6.4,73.8,92.0,5.75,1.65,0.35,4.25,8.25,N,,,,,,,,,,,,,,,,,,,,,,,,,,
3,adamsba01,N,,25.36842105263158,53.63157894736842,4.157894736842105,11.368421052631579,1.631578947368421,0.7894736842105263,0.15789473684210525,3.9473684210526314,0.05263157894736842,0.16666666666666666,2.789473684210526,10.210526315789474,,0.05263157894736842,1.8421052631578947,,,N,,10.210526315789474,7.368421052631579,25.36842105263158,18.68421052631579,10.842105263157896,2.3157894736842106,0.7894736842105263,472.94736842105266,149.52631578947367,48.26315789473684,3.5789473684210527,22.63157894736842,54.526315789473685,0.25666666666666665,3.7336842105263157,,1.368421052631579,2.473684210526316,0.10526315789473684,628.7894736842105,4.684210526315789,59.421052631578945,,,
4,adamsbo03,N,,85.4,267.93333333333334,39.4,72.13333333333334,12.533333333333333,3.2666666666666666,2.466666666666667,20.2,4.466666666666667,3.0,27.6,29.8,0.16666666666666666,1.1333333333333333,5.2,0.7142857142857143,4.133333333333334,N,,,,,,,,,,,,,,,,,,,,,,,,,,
5,adamssp01,N,,101.71428571428571,396.92857142857144,60.285714285714285,113.42857142857143,17.785714285714285,3.4285714285714284,0.6428571428571429,28.142857142857142,11.0,12.5,32.357142857142854,15.928571428571429,,2.0,9.714285714285714,,4.666666666666667,N,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ageeto01,N,,86.84615384615384,300.9230769230769,42.92307692307692,76.84615384615384,13.076923076923077,2.076923076923077,10.0,33.30769230769231,12.846153846153847,6.230769230769231,26.307692307692307,70.61538461538461,2.0,2.6153846153846154,1.6153846153846154,1.1538461538461537,7.615384615384615,N,,,,,,,,,,,,,,,,,,,,,,,,,,
7,aguilri01,N,,38.78947368421053,7.315789473684211,0.631578947368421,1.4736842105263157,0.15789473684210525,0.0,0.15789473684210525,0.5789473684210527,0.0,0.0,0.3157894736842105,1.9473684210526316,0.0,0.0,0.8421052631578947,0.0,0.05263157894736842,N,,4.526315789473684,4.2631578947368425,38.526315789473685,4.684210526315789,0.5263157894736842,0.0,16.736842105263158,203.89473684210526,64.89473684210526,26.94736842105263,7.2631578947368425,18.473684210526315,54.21052631578947,0.24357894736842106,3.4963157894736847,2.210526315789474,2.789473684210526,1.894736842105263,0.5263157894736842,283.7368421052632,29.31578947368421,29.894736842105264,2.736842105263158,1.736842105263158,4.947368421052632
8,akerja01,N,,35.42857142857143,6.571428571428571,0.21428571428571427,0.5,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.07142857142857142,3.642857142857143,0.0,0.07142857142857142,0.7142857142857143,0.0,0.07142857142857142,N,,3.357142857142857,3.2142857142857144,35.357142857142854,0.0,0.0,0.0,8.785714285714286,159.85714285714286,48.5,19.428571428571427,4.571428571428571,19.571428571428573,28.857142857142858,0.25357142857142856,3.8542857142857145,4.857142857142857,0.9285714285714286,2.857142857142857,0.0,224.57142857142858,22.928571428571427,22.285714285714285,4.571428571428571,1.7142857142857142,6.333333333333333
9,alexado01,N,,24.434782608695652,11.521739130434783,0.8260869565217391,1.9130434782608696,0.34782608695652173,0.0,0.0,0.7391304347826086,0.0,0.0,0.391304347826087,3.347826086956522,0.0,0.043478260869565216,1.0,0.08695652173913043,0.30434782608695654,N,,8.434782608695652,7.565217391304348,24.391304347826086,20.17391304347826,4.260869565217392,0.782608695652174,0.13043478260869565,439.2608695652174,146.7826086956522,61.130434782608695,14.08695652173913,42.52173913043478,66.43478260869566,0.2611304347826087,3.854782608695652,2.608695652173913,3.217391304347826,2.3043478260869565,0.43478260869565216,615.7391304347826,2.4347826086956523,67.0,5.043478260869565,4.217391304347826,11.523809523809524
